,Company_Brand,Sector,Stage,Funding_Year,Amount($),HeadQuarter,Year_Founded,Sector_group
2512,Avail Finance,FinTech,Latter Stage,2021,3000000.0,Bangalore,2017.0,Technology
2513,Nivesh,FinTech,Early Stage,2021,1600000.0,Noida,2016.0,Technology
2514,Thingsup,IoT platform,Unknown,2021,1000000.0,Pune,2020.0,Other
2515,Arthya Wealth and Investments,FinTech,Early Stage,2021,1000000.0,Mumbai,2020.0,Technology
2516,Zepto,E-commerce,Unknown,2021,60000000.0,Mumbai,2021.0,E-Commerce & Marketplace
2517,Fi,Financial Services,Series (A-H),2021,50000000.0,Bangalore,2019.0,Consulting & Services
2518,Kiko Live,Commerce,Early Stage,2021,1000000.0,Gurugram,2020.0,E-Commerce & Marketplace
2519,TurboHire,Computer Software,Unknown,2021,121526423.72,Hyderabad,2019.0,Technology
2520,The Hosteller,Hospitality,Early Stage,2021,1000000.0,Mumbai,2015.0,Other
2521,SatSure,Defense & Space,Unknown,2021,121526423.72,Bangalore,2017.0,Other
2522,Ruptok Fintech,Financial Services,Early Stage,2021,2000000.0,New Delhi,2020.0,Consulting & Services
2523,VilCart,Retail,Unknown,2021,2000000.0,Bangalore,2017.0,Other
2524,Dogsee Chew,Food & Beverages,Early Stage,2021,7000000.0,Bangalore,2015.0,Food & Agriculture
2525,Advantage Club,HR Tech,Early Stage,2021,3300000.0,Gurugram,2014.0,Technology
2526,TRDR,Financial Services,Unknown,2021,150000.0,Bangalore,2020.0,Consulting & Services
2527,Zoomcar,Mobility,Unknown,2021,92000000.0,Bangalore,2012.0,Other
2528,Leap India,Logistics & Supply Chain,Unknown,2021,10000000.0,Mumbai,2013.0,Autommotive & Transportation
2529,SuperBottoms,Consumer Goods,Unknown,2021,400000.0,Mumbai,2015.0,Other
2530,Cora Health,Health,Early Stage,2021,600000.0,Bangalore,2020.0,Healthcare
2531,Battery Smart,Renewables & Environment,Early Stage,2021,7000000.0,New Delhi,2019.0,Other
2532,The Good Glamm Group,Information Technology & Services,Series (A-H),2021,150000000.0,Pune,2021.0,Technology
2533,Mosaic Wellness,Health,Series (A-H),2021,24000000.0,Mumbai,2019.0,Healthcare
2534,CloudFiles,SaaS startup,Early Stage,2021,300000.0,Bangalore,2020.0,Other
2535,The Viral Fever,Entertainment,Unknown,2021,2000000.0,Mumbai,2012.0,Other
2536,Xpand,Retail,Early Stage,2021,1500000.0,New Delhi,2021.0,Other
2537,Troo Good,E-commerce,Series (A-H),2021,7000000.0,Hyderabad,2018.0,E-Commerce & Marketplace
2538,Prodo,Business Supplies & Equipment,Early Stage,2021,300000.0,New Delhi,2021.0,Other
2539,Unnati,FinTech,Series (A-H),2021,7000000.0,Noida,2019.0,Technology
2540,Lysto,NFT,Early Stage,2021,3000000.0,Bangalore,2021.0,Other
2541,Wakefit,Furniture,Series (A-H),2021,20000000.0,Bangalore,2014.0,Other
2542,Buyofuel,Oil & Energy,Early Stage,2021,100000.0,Coimbatore,2020.0,Other
2543,ElectricPe,EV,Early Stage,2021,3000000.0,Bangalore,2021.0,Other
2544,Vayana Network,Financial Services,Series (A-H),2021,30000000.0,Pune,2017.0,Consulting & Services
2545,Valuationary,E-learning,Early Stage,2021,100000.0,Surat,2020.0,Other
2546,Knocksense,Online Media,Unknown,2021,150000.0,Lucknow,2016.0,Other
2547,Petpooja,Information Technology & Services,Unknown,2021,4500000.0,Ahmedabad,2011.0,Technology
2548,Wingreens Farms,Food & Beverages,Unknown,2021,17000000.0,Gurugram,2011.0,Food & Agriculture
2549,Doola,Company-as-a-Service,Unknown,2021,3000000.0,New York,2020.0,Other
2550,EyeMyEye,Eyewear,Early Stage,2021,2000000.0,Gurugram,2021.0,Other
2551,Bombay Hemp Company,Textiles,Unknown,2021,2000000.0,Mumbai,2013.0,Other
2552,DGV,Information Technology & Services,Early Stage,2021,3000000.0,Bangalore,2019.0,Technology
2553,GuardianLink,Information Technology & Services,Series (A-H),2021,12000000.0,Chennai,2017.0,Technology
2554,Clinikk,Hospital & Health Care,Early Stage,2021,4000000.0,Bangalore,2016.0,Healthcare
2555,Toplyne,Computer Software,Unknown,2021,2500000.0,Bangalore,2021.0,Technology
2556,Mensa,D2C,Series (A-H),2021,135000000.0,Bangalore,2021.0,Other
2557,GENLEAP,Professional Training & Coaching,Early Stage,2021,8000000.0,Haryana,2021.0,Other
2558,Planys,Maritime,Early Stage,2021,1600000.0,Chennai,2015.0,Other
2559,Wonderchef,Consumer Goods,Unknown,2021,20000000.0,Mumbai,2009.0,Other
2560,GoKwik,Information Technology & Services,Series (A-H),2021,15000000.0,New Delhi,2020.0,Technology
2561,Velocity,Financial Services,Series (A-H),2021,20000000.0,Bangalore,2020.0,Consulting & Services
2562,SalaryBox,Financial Services,Early Stage,2021,4000000.0,Gurugram,2020.0,Consulting & Services
2563,Boingg,Furniture,Early Stage,2021,200000.0,Gurugram,2019.0,Other
2564,Better Capital,Venture Capital & Private Equity,Unknown,2021,15000000.0,Santra,2006.0,Other
2565,Tickertape,Financial Services,Unknown,2021,5000000.0,Bangalore,2019.0,Consulting & Services
2566,Zenpay Solutions,Financial Services,Unknown,2021,121526423.72,New Delhi,2019.0,Consulting & Services
2567,Disprz,E-learning,Series (A-H),2021,13000000.0,Mumbai,2015.0,Other
2568,Arbo Works,Computer Software,Unknown,2021,121526423.72,Mountain View,2021.0,Technology
2569,Inzpira,E-learning,Early Stage,2021,300000.0,Trivandrum,2021.0,Other
2570,Defy,Financial Services,Unknown,2021,5500000.0,Bangalore,2021.0,Consulting & Services
2571,Mindhouse,Health,Early Stage,2021,6000000.0,Gurugram,2019.0,Healthcare
2572,Homversity,Housing Marketplace,Unknown,2021,155000.0,Ahmedabad,2017.0,E-Commerce & Marketplace
2573,Toppersnotes,Education Management,Early Stage,2021,1000000.0,Jaipur,2015.0,Other
2574,NoBroker.com,Real Estate,Series (A-H),2021,2100000.0,Bangalore,2014.0,Real Estate & Property
2575,Haber,Industrial Automation,Series (A-H),2021,20000000.0,Pune,2017.0,Autommotive & Transportation
2576,True Balance,Financial Services,Unknown,2021,30000000.0,Gurugram,2014.0,Consulting & Services
2577,Recordent,Financial Services,Unknown,2021,400000.0,Hyderabad,2018.0,Consulting & Services
2578,Koparo,Consumer Goods,Early Stage,2021,700000.0,New Delhi,2020.0,Other
2579,Indifi,Financial Services,Unknown,2021,40000000.0,Gurugram,2015.0,Consulting & Services
2580,Settl,Real Estate,Early Stage,2021,500000.0,Bangalore,2020.0,Real Estate & Property
2581,Park+,Tech startup,Series (A-H),2021,25000000.0,New Delhi,2019.0,Technology
2582,Simple Energy,Automotive,Early Stage,2021,21000000.0,Bangalore,2019.0,Autommotive & Transportation
2583,Dream Sports,Sports,Unknown,2021,840000000.0,Mumbai,2008.0,Other
2584,Spinny,Automotive,Series (A-H),2021,248000000.0,Gurugram,2015.0,Autommotive & Transportation
2585,Rentomojo,Furniture Rental,Unknown,2021,10000000.0,Bangalore,2014.0,Other
2586,Slice,Financial Services,Series (A-H),2021,220000000.0,Bangalore,2015.0,Consulting & Services
2587,21K School,E-learning,Early Stage,2021,5000000.0,Bangalore,2020.0,Other
2588,Adda247,E-learning,Series (A-H),2021,20000000.0,Gurugram,2016.0,Other
2589,Loop Health,Hospital & Health Care,Unknown,2021,12000000.0,Pune,2018.0,Healthcare
2590,Rupifi,Financial Services,Latter Stage,2021,1000000.0,Bangalore,2020.0,Consulting & Services
2591,RENEE Cosmetics,Cosmetics,Early Stage,2021,1500000.0,Ahmedabad,2019.0,Other
2592,Svish,Consumer Goods,Early Stage,2021,400000.0,Gurugram,2020.0,Other
2593,Progcap,FinTech,Series (A-H),2021,30000000.0,New Delhi,2016.0,Technology
2594,Smartstaff,Recruitment,Unknown,2021,4300000.0,Bangalore,2020.0,Other
2595,D’Moksha Homes,Textiles,Early Stage,2021,570000.0,Mumbai,2020.0,Other
2596,ANS Commerce,E-commerce,Early Stage,2021,2200000.0,Gurugram,2017.0,E-Commerce & Marketplace
2597,Mobileware Technologies,Information Technology & Services,Unknown,2021,4700000.0,Mumbai,2008.0,Technology
2598,GramCover,Insurance,Series (A-H),2021,7000000.0,Noida,2016.0,Finance & Banking
2599,BYJU'S,EdTech,Unknown,2021,300000000.0,Bangalore,2011.0,Technology
2600,Hyperface,Information Technology & Services,Unknown,2021,1300000.0,Bangalore,2021.0,Technology
2601,Licious,Food & Beverages,Series (A-H),2021,52000000.0,Bangalore,2015.0,Food & Agriculture
2602,Chalo,Mobility,Series (A-H),2021,40000000.0,Mumbai,2014.0,Other
2603,Kaar Technologies,Information Technology & Services,Unknown,2021,4000000.0,Chennai,2005.0,Technology
2604,Kissan Pro,Farming,Unknown,2021,121526423.72,Jharkhand,2021.0,Other
2605,Sunstone Eduversity,EdTech,Series (A-H),2021,28000000.0,Gurugram,2011.0,Technology
2606,Ozonetel,Telecommunications,Series (A-H),2021,5000000.0,Hyderabad,2007.0,Other
2607,CoinSwitch Kuber,Crypto,Series (A-H),2021,260000000.0,Bangalore,2017.0,Other
2608,Pazcare,Insurance,Early Stage,2021,3500000.0,Bangalore,2020.0,Finance & Banking
2609,kWh Bikes,Automotive,Early Stage,2021,2000000.0,Bangalore,2020.0,Autommotive & Transportation
2610,IBSFINtech,Information Technology & Services,Early Stage,2021,1000000.0,Bangalore,2006.0,Technology
2611,LeadSquared,Computer Software,Unknown,2021,121526423.72,Bangalore,2011.0,Technology
2612,Phool.co,Renewables & Environment,Unknown,2021,121526423.72,Kanpur,2017.0,Other
2613,Twin Health,Health,Series (A-H),2021,140000000.0,Chennai,2018.0,Healthcare
2614,Trica,Equity Management,Early Stage,2021,3000000.0,Mumbai,2021.0,Other
2615,mHealth,Health,Early Stage,2021,121526423.72,New Delhi,2020.0,Healthcare
2616,Rebel Foods,Cloud kitchen,Series (A-H),2021,175000000.0,Mumbai,2011.0,Other
2617,ProfitWheel,Marketing & Advertising,Early Stage,2021,3000000.0,Mumbai,2020.0,E-Commerce & Marketplace
2618,Log 9 Materials,Nanotechnology,Unknown,2021,2000000.0,Bangalore,2014.0,Technology
2619,Chingari,Entertainment,Unknown,2021,19000000.0,Bangalore,2018.0,Other
2620,Ishitva,Computer Software,Early Stage,2021,1000000.0,Ahmedabad,2018.0,Technology
2621,Ola Electric,Automotive,Unknown,2021,200000000.0,Bangalore,2017.0,Autommotive & Transportation
2622,leap.club,Community,Early Stage,2021,810000.0,Gurugram,2014.0,Other
2623,F5,Retail,Early Stage,2021,600000.0,New Delhi,2018.0,Other
2624,ForeignAdmits,Higher Education,Early Stage,2021,400000.0,Bangalore,2018.0,Other
2625,SALT,Financial Services,Early Stage,2021,500000.0,Bangalore,2019.0,Consulting & Services
2626,EarnWealth,Financial Services,Early Stage,2021,500000.0,Pune,2014.0,Consulting & Services
2627,Visit Health,Health,Unknown,2021,7500000.0,New Delhi,2015.0,Healthcare
2628,Crater.Club,Media,Early Stage,2021,700000.0,Bangalore,2020.0,Other
2629,NFTically,NFT,Early Stage,2021,1000000.0,Gurugram,2021.0,Other
2630,ReshaMandi,B2B,Series (A-H),2021,30000000.0,Bangalore,2020.0,Other
2631,Zetwerk,Mechanical Or Industrial Engineering,Unknown,2021,600000000.0,Bangalore,2018.0,Other
2632,Hubilo,Software Startup,Series (A-H),2021,125000000.0,Ahmedabad,2020.0,Technology
2633,M2P Fintech,Financial Services,Series (A-H),2021,35000000.0,Chennai,2015.0,Consulting & Services
2634,Open Financial Technologies,Financial Services,Series (A-H),2021,90000000.0,Bangalore,2017.0,Consulting & Services
2635,Niro,Financial Services,Early Stage,2021,3500000.0,Bangalore,2021.0,Consulting & Services
2636,Wiingy,E-learning,Unknown,2021,400000.0,Bangalore,2021.0,Other
2637,CarDekho,Automotive,Series (A-H),2021,250000000.0,Jaipur,2008.0,Autommotive & Transportation
2638,Melorra,D2C jewellery,Unknown,2021,24000000.0,Bangalore,2015.0,Healthcare
2639,AnKa SumMor,Sales and Distribution,Early Stage,2021,1000000.0,Bangalore,2017.0,Other
2640,Toch.ai,SaaS,Series (A-H),2021,11000000.0,Mumbai,2016.0,Other
2641,Playto Labs,E-learning,Early Stage,2021,500000.0,Bangalore,2021.0,Other
2642,Fraazo,Food & Beverages,Series (A-H),2021,50000000.0,Mumbai,2020.0,Food & Agriculture
2643,Arcana,Information Technology & Services,Unknown,2021,2300000.0,Bangalore,2019.0,Technology
2644,FloCareer,Information Services,Series (A-H),2021,5700000.0,Bangalore,2018.0,Consulting & Services
2645,Nap Chief,Apparel & Fashion,Early Stage,2021,200000.0,Mumbai,2019.0,Other
2646,AcknoLedger,Crypto,Early Stage,2021,1500000.0,Mumbai,2021.0,Other
2647,ApplicateAI,Information Technology & Services,Series (A-H),2021,30000000.0,Gurugram,2014.0,Technology
2648,VLCC Health Care,Health,Unknown,2021,4000000.0,Gurugram,1989.0,Healthcare
2649,Duroflex,Furniture,Unknown,2021,60000000.0,Bangalore,1963.0,Other
2650,Aviom India,Financial Services,Series (A-H),2021,8000000.0,Bhilwara,2016.0,Consulting & Services
2651,Onato,Computer Software,Unknown,2021,2200000.0,Bangalore,2021.0,Technology
2652,Mestastop Solutions,Biotechnology,Unknown,2021,100000.0,Bangalore,2018.0,Technology
2653,SaaS Labs,SaaS,Series (A-H),2021,17000000.0,Noida,2016.0,Other
2654,Devnagri,Translation & Localization,Early Stage,2021,600000.0,Noida,2017.0,Other
2655,CRED,Finance,Series (A-H),2021,250000000.0,Bangalore,2018.0,Finance & Banking
2656,ConveGenius,Education Management,Early Stage,2021,5000000.0,Noida,2013.0,Other
2657,Totality,Entertainment,Unknown,2021,1000000.0,Gurugram,2017.0,Other
2658,CredAble,Financial Services,Series (A-H),2021,30000000.0,Mumbai,2017.0,Consulting & Services
2659,MarketWolf,Financial Services,Early Stage,2021,5500000.0,Mumbai,2017.0,Consulting & Services
2660,Wondrlab,Marketing & Advertising,Early Stage,2021,7000000.0,Mumbai,2020.0,E-Commerce & Marketplace
2661,SUN Mobility,Automotive,Unknown,2021,50000000.0,Bangalore,2017.0,Autommotive & Transportation
2662,Tamasha,Entertainment,Early Stage,2021,3000000.0,Mumbai,2020.0,Other
2663,Revfin,Financial Services,Early Stage,2021,4000000.0,New Delhi,2017.0,Consulting & Services
2664,Yu Foodlabs,Food & Beverages,Early Stage,2021,1000000.0,Gurugram,2020.0,Food & Agriculture
2665,MergerDomo,Investment Banking,Unknown,2021,500000.0,New Delhi,2018.0,Finance & Banking
2666,FarMart,Farming,Series (A-H),2021,10000000.0,Gurugram,2015.0,Other
2667,Questt,EdTech,Series (A-H),2021,6750000.0,Gurugram,2020.0,Technology
2668,IDfy,Information Technology & Services,Series (A-H),2021,10000000.0,Mumbai,2011.0,Technology
2669,ClearDekho,Retail,Early Stage,2021,4000000.0,Ghaziabad,2016.0,Other
2670,BookingJini,Hospitality,Early Stage,2021,1200000.0,Gurugram,2017.0,Other
2671,Sourcewiz,Information Technology & Services,Early Stage,2021,3000000.0,Gurugram,2021.0,Technology
2672,Tvasta,Mechanical Or Industrial Engineering,Unknown,2021,400000.0,Chennai,2016.0,Other
2673,Kafqa Academy,E-learning,Early Stage,2021,1300000.0,Bangalore,2021.0,Other
2674,Trell,Social commerce,Unknown,2021,100000000.0,Bangalore,2016.0,E-Commerce & Marketplace
2675,Storia,Food & Beverages,Series (A-H),2021,6000000.0,Mumbai,2016.0,Food & Agriculture
2676,Clear,Computer Software,Series (A-H),2021,75000000.0,Bangalore,2011.0,Technology
2677,Groww,Finance,Series (A-H),2021,250000000.0,Bangalore,2016.0,Finance & Banking
2678,The Indus Valley,Consumer Goods,Unknown,2021,1100000.0,Chennai,2016.0,Other
2679,BharatPe,Financial Services,Unknown,2021,10000000.0,New Delhi,2018.0,Consulting & Services
2680,Teachmint,E-learning,Series (A-H),2021,78000000.0,Bangalore,2020.0,Other
2681,Porter,Logistics & Supply Chain,Series (A-H),2021,100000000.0,Bangalore,2014.0,Autommotive & Transportation
2682,O4S,Information Technology & Services,Series (A-H),2021,6000000.0,Gurugram,2017.0,Technology
2683,Wobb,Marketing,Early Stage,2021,200000.0,Gurugram,2020.0,E-Commerce & Marketplace
2684,BASIC Home Loan,Financial Services,Series (A-H),2021,3500000.0,Gurugram,2020.0,Consulting & Services
2685,Siply,Financial Services,Early Stage,2021,3200000.0,Bangalore,2020.0,Consulting & Services
2686,BankSathi,Financial Services,Unknown,2021,500000.0,New Delhi,2020.0,Consulting & Services
2687,Gramophone,AgriTech,Unknown,2021,10000000.0,Indore,2016.0,Technology
2688,Healofy,Femtech,Series (A-H),2021,6000000.0,Bangalore,2016.0,Technology
2689,E42,Computer Software,Series (A-H),2021,5400000.0,Pune,2012.0,Technology
2690,Spottabl,Human Resources,Early Stage,2021,400000.0,Bangalore,2017.0,Other
2691,DeHaat,Information Technology & Services,Series (A-H),2021,115000000.0,Gurugram,2012.0,Technology
2692,Shumee,Retail,Unknown,2021,121526423.72,Bangalore,2014.0,Other
2693,Zolve,Financial Services,Series (A-H),2021,40000000.0,Bangalore,2020.0,Consulting & Services
2694,Instoried,Computer Software,Unknown,2021,8000000.0,Bangalore,2018.0,Technology
2695,SportZchain,sports,Early Stage,2021,400000.0,Mumbai,2021.0,Other
2696,Hypto,Tech startup,Early Stage,2021,3000000.0,Chennai,2018.0,Technology
2697,CHUPPS,Foootwear,Early Stage,2021,1100000.0,Mumbai,2016.0,Other
2698,Zenduty,Computer Software,Early Stage,2021,1900000.0,Bangalore,2019.0,Technology
2699,R for Rabbit,Consumer Goods,Unknown,2021,5000000.0,Ahmedabad,2014.0,Other
2700,Acko,Insurance,Series (A-H),2021,255000000.0,Bangalore,2016.0,Finance & Banking
2701,LoveLocal,Retail,Early Stage,2021,18000000.0,Mumbai,2015.0,Other
2702,SupplyNote,Food & Beverages,Early Stage,2021,1200000.0,Noida,2015.0,Food & Agriculture
2703,Vakilsearch,Legal Services,Unknown,2021,10000000.0,Chennai,2010.0,Consulting & Services
2704,Cloudphysician,Hospital & Health Care,Early Stage,2021,4000000.0,Bangalore,2017.0,Healthcare
2705,Wiggles.in,Veterinary,Early Stage,2021,5500000.0,Pune,2018.0,Other
2706,Avanti Finance,Financial Services,Series (A-H),2021,15000000.0,Bangalore,2017.0,Consulting & Services
2707,Vanity Wagon,Consumer Goods,Early Stage,2021,700000.0,New Delhi,2018.0,Other
2708,Purplle,E-commerce,Unknown,2021,70000000.0,Mumbai,2012.0,E-Commerce & Marketplace
2709,Wallmantra,Arts & Crafts,Unknown,2021,121526423.72,Noida,2013.0,Other
2710,MFine,Hospital & Health Care,Series (A-H),2021,48000000.0,Bangalore,2017.0,Healthcare
2711,Aquatein,Food & Beverages,Early Stage,2021,121526423.72,Mumbai,2019.0,Food & Agriculture
2712,Mentza,E-learning,Early Stage,2021,400000.0,Mumbai,2020.0,Other
2713,ConnectedH,Hospital & Health Care,Early Stage,2021,2300000.0,Gurugram,2018.0,Healthcare
2714,CredAvenue,FinTech,Series (A-H),2021,90000000.0,Chennai,2017.0,Technology
2715,Vedantu,E-learning,Series (A-H),2021,100000000.0,Bangalore,2011.0,Other
2716,Exotel,Telecommunications,Series (A-H),2021,35000000.0,Bangalore,2011.0,Other
2717,Fantasy Akhada,sports,Series (A-H),2021,2000000.0,Gurugram,2020.0,Other
2718,Meesho,Social commerce,Unknown,2021,570000000.0,Bangalore,2015.0,E-Commerce & Marketplace
2719,PumPumPum,Automotive,Unknown,2021,121526423.72,Gurugram,2018.0,Autommotive & Transportation
2720,Cusmat,Computer Software,Early Stage,2021,100000.0,Hyderabad,2016.0,Technology
2721,Homeville,Information Technology & Services,Unknown,2021,7000000.0,Mumbai,2017.0,Technology
2722,Coinshift,Blockchain,Early Stage,2021,2500000.0,Chandigarh,2021.0,Other
2723,Strip Finance,Financial Services,Early Stage,2021,400000.0,Hyderabad,2021.0,Consulting & Services
2724,Ola Electric,Automotive,Unknown,2021,200000000.0,Bangalore,2017.0,Autommotive & Transportation
2725,Kolo,Construction,Early Stage,2021,550000.0,Bangalore,2020.0,Other
2726,Chqbook,FinTech,Early Stage,2021,5000000.0,Gurugram,2017.0,Technology
2727,My3DSelfie,Arts & Crafts,Early Stage,2021,121526423.72,Guwahati,2016.0,Other
2728,EV Plugs,Information Technology & Services,Unknown,2021,150000.0,Gurugram,2021.0,Technology
2729,Rulezero,Financial Services,Early Stage,2021,2500000.0,Bangalore,2019.0,Consulting & Services
2730,CredRight,Financial Services,Unknown,2021,2700000.0,Hyderabad,2016.0,Consulting & Services
2731,Karbon Card,FinTech,Early Stage,2021,12000000.0,Bangalore,2019.0,Technology
2732,Auntie Fung,Food & Beverages,Unknown,2021,400000.0,Bangalore,2015.0,Food & Agriculture
2733,ePayLater,Financial Services,Series (A-H),2021,10000000.0,Mumbai,2015.0,Consulting & Services
2734,Fittr,Health,Series (A-H),2021,11000000.0,Pune,2016.0,Healthcare
2735,Medikabazaar,Healthtech,Series (A-H),2021,75000000.0,Mumbai,2014.0,Technology
2736,Nimble Growth Organics,Farming,Early Stage,2021,121526423.72,Bangalore,2016.0,Other
2737,Delhivery,Logistics & Supply Chain,Unknown,2021,125000000.0,Gurugram,2011.0,Autommotive & Transportation
2738,Akudo,Financial Services,Early Stage,2021,4200000.0,Bangalore,2020.0,Consulting & Services
2739,Sanctum Wealth,Investment Management,Unknown,2021,10000000.0,Mumbai,2016.0,Other
2740,88academics,Education,Early Stage,2021,3000000.0,New Delhi,2018.0,Other
2741,Upgame,sports,Unknown,2021,121526423.72,Gurugram,2017.0,Other
2742,Sanfe,Health,Series (A-H),2021,1000000.0,New Delhi,2018.0,Healthcare
2743,PredictiVu,Management Consulting,Early Stage,2021,1500000.0,Gurugram,2020.0,Consulting & Services
2744,Sterling Accuris Wellness,Hospital & Health Care,Unknown,2021,30000000.0,Ahmedabad,2016.0,Healthcare
2745,Bijnis,B2B startup,Series (A-H),2021,30000000.0,New Delhi,2015.0,Other
2746,Capital Float,Financial Services,Unknown,2021,50000000.0,Bangalore,2013.0,Consulting & Services
2747,Manch Technologies,Information Technology & Services,Early Stage,2021,1000000.0,Bangalore,2017.0,Technology
2748,Sochcast,Unknown,Unknown,2021,121526423.72,Online Media,2020.0,Other
2749,Glamyo Health,Hospital & Health Care,Series (A-H),2021,3000000.0,New Delhi,2019.0,Healthcare
